sample_number,ID,species_or_type,sample_date,plot_name,phenophase,fractional_cover_class,Notes,geology,plot_type,LWC,CFR,chl_area,LMA,area(m2),LWC(mol.m-2),nitrogen,phosphorus,magnesium,potassium,calcium,sulfur,boron,iron,manganese,copper,zinc,aluminum,sodium,hemicellulose,cellulose,lignin,d13C,carbon,d15N,%N,phenolics,phenolics_%,sucrose_mg_g,glucose_mg_g,fructose_mg_g,sucrose_%,glucose_%,fructose_%,sugars,sugars_%,sample_month,pft
707,S637,Quercus lobata - Valley oak,4/7/2022,SRA-052,Full leaf out,50-75% cover,,Qa,Tree,55.55,1.33,45,110.9509,0.017045378,7.697856876,18.2,2.48,3.39,8.5,5.6,1.31,20.1,63,54.1,6.7,18.1,41.6,165.8,164.1,148,113.9,-23.18,502.7,-1.96,1.68,,,,,,,,,,,4,deciduous broadleaf
703,S640,Platanus racemosa - California sycamore,4/7/2022,SRA-053,"Early leaf out, Full leaf out, Flowers",75-100% cover,,Qa,Tree,67.92,1.25,40.1,77.7329,0.02410691,9.13476419,28.2,4.13,3.72,10.6,6.7,2.74,27.9,60.8,35.8,8.8,20.8,42.5,148.9,115.9,218,230.1,-24.97,509.4,0.45,2.95,39.8416,3.9842,18.79,26.31,33.77,1.88,2.63,3.38,78.87,7.89,4,deciduous broadleaf
702,S643,Platanus racemosa - California sycamore,4/7/2022,SRA-054,"Early leaf out, Full leaf out, Flowers",75-100% cover,,Qa,Tree,68.78,1.33,45.1,73.8027,0.025734831,9.024121848,29.5,4.72,3.99,13,8.9,3.26,27.3,91.2,21.6,15.4,26.3,59.9,201.9,105.8,198,234.2,-24.12,497.1,-2.13,2.32,39.51,3.951,39.28,28.71,36.63,3.93,2.87,3.66,104.62,10.46,4,deciduous broadleaf
669,S661,Lupinus excubitus - Grape lupine,4/8/2022,SRA-055,Flowers,10-25% cover,,Tm,Shrub,,,,,,,39.9,3.94,2.32,17.1,4.8,1.21,26.5,106.7,65.9,4.1,52.6,61.6,128.2,108,154,52,-29.93,489.2,1.86,4.66,25.7702,2.577,29.43,58.68,69.66,2.94,5.87,6.97,157.77,15.78,4,shrub
670,S661,Lupinus excubitus - Grape lupine,4/8/2022,SRA-055,Full leaf out,50-75% cover,,Tm,Shrub,71.97,1.32,44.4,81.3061,0.002223695,11.58765545,32,1.93,3.85,7.8,16.9,1.07,21.4,72.4,209.3,3,14.8,104,102.8,134,176,62,-25.45,482.9,0.1,3.08,19.1947,1.9195,6.28,6.88,18.72,0.63,0.69,1.87,31.88,3.19,4,shrub
2287,S1484,Lupinus excubitus - Grape lupine,9/16/2022,SRA-055,Full leaf out,50-75% cover,,Tm,Shrub,46.09,,,144.5969,0.000630027,6.863470897,19.7,0.92,3.1,3.4,11.5,0.54,30.8,107.5,142.9,3.3,13.8,124.2,54.1,123.6,140,108.4,-24.555,557.2,0.205,2.265,19.1113,1.9111,10.06,0,5.61,1.01,0,0.56,15.67,1.57,9,shrub
664,S703,Quercus douglasii - Blue oak,4/13/2022,SRA-058,Full leaf out,25-50% cover,,fs,Tree,48.31,1.47,54.1,159.5434,0.011792403,8.278096898,18.3,1.88,3.94,6.5,3.4,1.3,19.9,73.1,71.4,4.2,11.4,52.6,202,191.8,140,86.2,-25.45,501.2,-1.78,1.86,125.2061,12.5206,0,33.1,22.18,0,3.31,2.22,55.28,5.53,4,deciduous broadleaf
81,S712,Quercus agrifolia - Coast live oak,4/13/2022,SRA-059,Full leaf out,50-75% cover,,sp,Tree,47.81,1.63,64.5,179.4562,0.0163076,9.12413041,12.8,1.22,1.78,6.1,3.4,1.49,16.4,47.3,40.4,2.7,10.9,30,133.4,190.1,128,81.9,,,,,132.4428,13.2443,8.06,29.67,13.88,0.81,2.97,1.39,51.61,5.17,4,evergreen broadleaf
82,S721,Ceanothus cuneatus,4/13/2022,SRA-060,"Full leaf out, Seeds",75-100% cover,,sp,Shrub,50.34,1.87,79.7,299.2768,0.004606772,16.83676571,12.6,1.07,1.26,5.6,12.5,0.8,18.8,34.1,32.2,1.6,16.1,22.9,58.7,41.8,68,270.2,,,,,99.98,9.998,0,26.41,15.23,0,2.64,1.52,41.64,4.16,4,shrub
84,S727,Salix lasiolepis - Arroyo willow,4/13/2022,SRA-061,"Early leaf out, Full leaf out",50-75% cover,"No reproductive material. Mostly leafed out, ~85%.",Qls,Tree,53.74,1.51,56.7,112.8477,0.010712668,7.27555465,12.4,2.02,4.94,9.3,7,1.58,35.2,41.1,100.5,6.8,18.6,30.5,161.2,38.1,94,209.9,-25.24,559.7,-1.44,1.71,111.7703,11.177,13.82,19.6,17.6,1.38,1.96,1.76,51.02,5.1,4,deciduous broadleaf
89,S763,Quercus lobata - Valley oak,4/15/2022,SRA-062,Full leaf out,75-100% cover,,Qa,Tree,48.57,,,155.5304,0.02143761,8.15331933,16,2.24,2.62,6.6,4.7,1.29,25.1,68.2,75.2,4.7,31.3,45.2,119.6,239.9,130,114.1,,,,,101.6554,10.1655,7.35,20.62,12.85,0.74,2.06,1.29,40.82,4.09,4,deciduous broadleaf
855,S769,Pinus sabiniana - Gray pine,4/15/2022,SRA-064,,75-100% cover,fcover estimated from photos--tz,QTp,Tree,53.2,,,432.3583,0.004298056,27.28547631,14.4,1.78,1.81,4.1,4,1.25,26.9,202.9,28,1.9,19.7,225,1156.8,143.9,174,162.1,-25.34,551,-1.32,1.64,68.8976,6.8898,0.55,16.46,16.7,0.06,1.65,1.67,33.71,3.38,4,conifer
86,S772,Pinus sabiniana - Gray pine,4/15/2022,SRA-065,Full leaf out,75-100% cover,,QTp,Tree,51.23,,,404.8542,0.003663541,23.60349777,18.9,1.27,1.71,3.5,2,0.89,22,137.7,26.1,2.4,23.6,149.1,663.2,151.05,175,175.95,-23.9,588.7,-1.21,1.21,78.8128,7.8813,9.87,25.31,23.06,0.99,2.53,2.31,58.24,5.83,4,conifer
87,S808,Quercus agrifolia - Coast live oak,4/20/2022,SRA-066,Full leaf out,50-75% cover,2345,QTp,Tree,,,,213.7702,0.006000369,,22.2,0.71,3.08,4.8,10.7,1.19,65.1,126.6,640.8,1.5,12,93,140,224.1,198,125.9,,,,,55.217,5.5217,9.51,10.26,11.24,0.95,1.03,1.12,31.01,3.1,4,evergreen broadleaf
211,S11,Quercus agrifolia - Coast live oak,3/4/2022,SRA-067,,,,QTp,Tree,39.80412023,,,226.3797199,0.007873497,8.309301453,15,3.48,5.08,22,12.5,3.1,40.4,93.2,376.7,6.2,30,43.2,1985,218.2,194,121.8,-23.69,525.5,-1.26,1.54,65.8545,6.5854,28.73,14.76,9.54,2.87,1.48,0.95,53.03,5.3,3,evergreen broadleaf
214,S15,Quercus agrifolia - Coast live oak,3/11/2022,SRA-067,,,,QTp,Tree,46.94976077,,,195.1829434,0.006816682,9.588565371,16.4,1.31,2.25,7.8,6.6,1.07,36.8,43.5,123.7,5,22.9,37.4,271.4,216,192,122,-25.44,530.8,-1.98,1.56,88.8683,8.8868,37.29,14.74,11.7,3.73,1.47,1.17,63.73,6.37,3,evergreen broadleaf
264,S89,Quercus agrifolia - Coast live oak,3/16/2022,SRA-067,,,,QTp,Tree,38.51838235,,,239.9284971,0.006969993,8.343923647,13.6,1.14,4.12,3.2,11.2,1.24,66.8,219.8,611,4.3,23.2,220.2,225.3,198,212,130,,,,,84.5211,8.4521,10.11,11.66,10.89,1.01,1.17,1.09,32.66,3.27,3,evergreen broadleaf
291,S129,Quercus agrifolia - Coast live oak,4/8/2022,SRA-067,,,,QTp,Tree,39.54143879,,,224.7814715,0.006393321,8.16057769,15.5,0.95,3.36,3,9.9,1.08,52.3,121.8,412.7,4.5,22.1,95,155.5,219.9,216,124.1,,,,,71.8049,7.1805,5.29,9.09,8.54,0.53,0.91,0.85,22.92,2.29,4,evergreen broadleaf
827,S195,Quercus agrifolia - Coast live oak,4/21/2022,SRA-067,,,,QTp,Tree,38.71,1.53,57.8,222.4454,0.006576445,7.799980073,12.9,1.15,3.06,4.1,8.6,1.21,48.9,98.5,512.3,2.8,19.3,83.6,155.4,198,198,124,-25.34,522.7,-1.61,1.5,70.1261,7.0126,2.29,13.97,12.53,0.23,1.4,1.25,28.79,2.88,4,evergreen broadleaf
899,S209,Quercus agrifolia - Coast live oak,4/29/2022,SRA-067,,,,QTp,Tree,38.60089186,,,217.4435903,0.005065682,7.588354652,12.5,0.93,3.27,3.1,8.6,1.16,60.1,95,632.6,2,20.4,83.3,139.3,199.8,206,126.2,-18.38,535.8,-0.93,1.46,68.9233,6.8923,1.33,14.79,11.23,0.13,1.48,1.12,27.35,2.73,4,evergreen broadleaf
969,S252,Quercus agrifolia - Coast live oak,5/5/2022,SRA-067,,,,QTp,Tree,38.25449979,,,214.9020316,0.006864058,7.390664179,,,,,,,,,,,,,,,,,,,,,71.5988,7.1599,7.91,12.94,12.01,0.79,1.29,1.2,32.86,3.28,5,evergreen broadleaf
1073,S306,Quercus agrifolia - Coast live oak,5/13/2022,SRA-067,,,,QTp,Tree,37.89229341,,,204.6276358,0.006537729,6.930034855,,,,,,,,,,,,,,,,,,,,,74.1735,7.4173,5.93,12.94,13.02,0.59,1.29,1.3,31.89,3.18,5,evergreen broadleaf
1186,S319,Quercus agrifolia - Coast live oak,5/19/2022,SRA-067,,,,QTp,Tree,38.7639485,,,202.9471514,0.007030402,7.131313381,8.3,0.76,3.07,3.3,7.8,0.96,51.1,158.2,531.5,2,18.2,149.3,224.3,176,212,120,-24.08,523.7,-1.82,1.28,88.3629,8.8363,3.05,12.8,11.46,0.31,1.28,1.15,27.31,2.74,5,evergreen broadleaf
1327,S344,Quercus agrifolia - Coast live oak,5/26/2022,SRA-067,,,,QTp,Tree,38.85526316,,,230.6154759,0.006045128,8.134763965,12.8,0.84,3.24,3.7,8,1.07,61.6,103.7,535.9,11.1,25.5,93,186.3,173.9,226,126.1,-23.46,515.3,-1.2,1.55,71.2729,7.1273,6.74,12.95,11.64,0.67,1.3,1.16,31.33,3.13,5,evergreen broadleaf
1519,S375,Quercus agrifolia - Coast live oak,9/16/2022,SRA-067,,,,QTp,Tree,40.12340426,,,199.1286246,0.007066287,7.406961722,11.2,0.7,3.02,3.6,8.7,1.05,58.9,109.4,484.2,15,28.1,100.3,179.3,206.1,194,123.9,-23.9,520.7,-1.89,1.39,89.829,8.9829,6.34,11.23,12.14,0.63,1.12,1.21,29.71,2.96,9,evergreen broadleaf
201,S1,Quercus agrifolia - Coast live oak,3/3/2022,SRA-070,,,,Qa,Tree,42.3173516,,,169.5816386,0.008939057,6.905861254,14.7,2.26,4.28,25.2,12,2.53,19.8,98.6,110.3,6.6,20.7,75,2578.6,211.9,216,122.1,-25.46,526.7,-1.36,1.45,51.8025,5.1802,30.6,11.75,9.7,3.06,1.18,0.97,52.05,5.21,3,evergreen broadleaf
237,S50,Quercus agrifolia - Coast live oak,3/11/2022,SRA-070,,,,Qa,Tree,42.75089964,,,198.6400066,0.007208014,8.233965567,15,0.8,5.38,6.2,10,0.99,41.5,247.3,130.1,4.2,11.7,266,121.4,200,218,116,-24.58,529.2,-1.41,1.51,70.0722,7.0072,52.02,11.32,8.66,5.2,1.13,0.87,72,7.2,3,evergreen broadleaf
257,S78,Quercus agrifolia - Coast live oak,3/16/2022,SRA-070,,,,Qa,Tree,41.2745526,,,201.7759064,0.006667793,7.872108669,14.9,0.91,4.64,5.9,8.2,1.02,35.8,201,119.8,2.8,13.1,204.1,84.2,200,216,120,,,,,56.1869,5.6187,14.76,14.29,11.54,1.48,1.43,1.15,40.59,4.06,3,evergreen broadleaf
657,S168,Quercus agrifolia - Coast live oak,4/9/2022,SRA-070,,,,Qa,Tree,42.19646365,,,189.2792742,0.007772113,7.669913082,13.9,0.86,4.03,6.6,7,1.04,45,148.6,74.9,2,10.9,133,125.6,208.2,222,135.8,-23.56,545.1,-0.48,1.49,72.3598,7.236,7,6.94,26.48,0.7,0.69,2.65,40.42,4.04,4,evergreen broadleaf
863,S844,Quercus agrifolia - Coast live oak,4/21/2022,SRA-070,,,Elsa,Qa,Tree,43.35,1.66,66,183.4458,0.005181912,7.792000887,14.8,1.22,4.18,6.1,7.4,1.12,33.3,142.3,98.9,3.6,11.3,113.2,134.8,220.1,208,107.9,-23.4,515.3,-0.98,1.66,80.1116,8.0112,0.35,9.97,16.97,0.04,1,1.7,27.29,2.74,4,evergreen broadleaf
901,S844,Quercus agrifolia - Coast live oak,4/21/2022,SRA-070,,,Elsa T01,Qa,Tree,38.74,1.38,48.3,249.8638,0.007533704,8.772493158,13.7,0.99,4.14,4,5.9,1,49.6,142.1,88.2,2.4,8.6,156.6,179.3,178.1,200,135.9,-25.73,537.3,-1.92,1.37,87.0526,8.7053,1.9,11.82,8.99,0.19,1.18,0.9,22.71,2.27,4,evergreen broadleaf
932,S228,Quercus agrifolia - Coast live oak,4/29/2022,SRA-070,,,,Qa,Tree,47.06225681,,,156.7673488,0.005207079,7.736217547,13.9,0.95,3.42,6,5.5,0.94,25.3,94.1,70.9,2.1,8.7,71.6,73.1,180,216,114,-24.39,526.6,-1.18,1.45,69.4985,6.9499,5.09,17.27,16.19,0.51,1.73,1.62,38.55,3.86,4,evergreen broadleaf
973,S258,Quercus agrifolia - Coast live oak,5/5/2022,SRA-070,,,,Qa,Tree,46.26338754,,,167.2741908,0.008098679,7.99395715,13.6,1,4.61,8.7,8.1,0.97,38.2,141.1,83.9,2.6,12.2,123.9,209.2,208,206,126,-24.65,527.2,-1.01,1.42,70.1602,7.016,11.1,17.2,13.17,1.11,1.72,1.32,41.47,4.15,5,evergreen broadleaf
1049,S290,Quercus agrifolia - Coast live oak,5/13/2022,SRA-070,,,,Qa,Tree,43.61286617,,,146.3699921,0.006706976,6.284234633,12.4,0.82,5.94,4.7,9.7,0.87,36.2,189.6,87.2,2.6,8.5,191.8,148.5,170.1,212,117.9,-24.96,515.5,-1.8,1.23,65.9907,6.5991,3.95,23.91,18.97,0.4,2.39,1.9,46.83,4.69,5,evergreen broadleaf
1184,S317,Quercus agrifolia - Coast live oak,5/19/2022,SRA-070,,,,Qa,Tree,45.74684772,,,162.0544922,0.006903234,7.585129576,10.5,1.01,3.91,5.7,5.6,0.89,25.3,110.2,101.9,1.8,11.3,103.7,118.3,204,222,116,-25.23,515.7,-0.27,1.56,68.0232,6.8023,4.28,18.38,29.43,0.43,1.84,2.94,52.09,5.21,5,evergreen broadleaf
1331,S350,Quercus agrifolia - Coast live oak,5/26/2022,SRA-070,,,,Qa,Tree,43.42253521,,,170.0293775,0.004725066,7.243715608,13.7,1.04,3.8,7.3,6.3,0.88,29.1,169.3,86.1,13.1,16.5,147.2,220.4,188,238,126,-24.23,507,-0.5,1.39,62.5527,6.2553,13.82,12.54,10.94,1.38,1.25,1.09,37.3,3.72,5,evergreen broadleaf
1542,S410,Quercus agrifolia - Coast live oak,9/16/2022,SRA-070,,,,Qa,Tree,,,,215.60989,0.004704793,,9.7,0.73,5,3.9,7.2,0.86,38.6,244.9,102.4,2.3,9.6,265.8,147.7,215.7,206,142.3,-23.91,519.3,-1.03,1.48,93.5029,9.3503,8.6,15.33,16.06,0.86,1.53,1.61,39.99,4,9,evergreen broadleaf
655,S165,Quercus lobata - Valley oak,4/9/2022,SRA-071,,,,Qa,Tree,60.21268657,,,89.60751533,0.023799343,7.527548434,19.6,3.5,3.76,9.7,4.6,1.55,12.8,61.4,59.2,9.3,17.9,24,105,184,150,90,-23.89,503.7,-0.63,2.28,99.6362,9.9636,0,42.96,47.85,0,4.3,4.79,90.81,9.09,4,deciduous broadleaf
862,S847,Quercus lobata - Valley oak,4/21/2022,SRA-071,Full leaf out,50-75% cover,,Qa,Tree,55.41,1.26,40.6,102.111,0.01724398,7.043933497,16.1,3.07,3.09,7.8,3.5,1.43,13.5,109.8,37,7.7,14,96,214,236,138,94,-21.81,527.8,-0.43,2.07,89.1463,8.9146,0.11,7.41,12.73,0.01,0.74,1.27,20.25,2.02,4,deciduous broadleaf
1045,S284,Quercus lobata - Valley oak,5/13/2022,SRA-071,,,,Qa,Tree,47.90345314,,,126.6236359,0.011676335,6.463063105,17.8,1.99,3.69,6.8,4.5,1.29,13.3,87,43.2,5.9,13.1,76.6,156.9,212.2,154,113.8,-25.07,515,-1.44,1.91,89.4551,8.9455,0,32.41,25.18,0,3.24,2.52,57.59,5.76,5,deciduous broadleaf
1545,S414,Quercus lobata - Valley oak,9/16/2022,SRA-071,,,,Qa,Tree,,,,146.3070089,0.020034584,,19.7,2.09,5.86,4.8,8.2,1.33,50.8,283.6,54.7,3.8,12.4,304.7,580.8,201.8,144,122.2,-25,488.3,-0.94,2.05,114.5912,11.4591,11.32,14.37,29.78,1.13,1.44,2.98,55.47,5.55,9,deciduous broadleaf
857,S850,Platanus racemosa - California sycamore,4/21/2022,SRA-072,"Early leaf out, Full leaf out",25-50% cover,,Qa,Tree,66.08,,,69.1721,0.018529147,7.481368161,17.8,2.66,4.06,13.3,8.8,2.1,26.6,178.4,24.9,7.1,14.3,144.6,178.5,121.8,160,244.2,-26.98,488.6,-2.25,1.81,43.3436,4.3344,0.31,10.91,20.62,0.03,1.09,2.06,31.84,3.18,4,deciduous broadleaf
204,S4,Quercus agrifolia - Coast live oak,3/3/2022,SRA-073,,,,Qa,Tree,40.20383693,,,202.6377714,0.007383125,7.562760012,14.1,3.42,4.46,20.6,12.5,11.94,37,75.6,49,5.9,58.8,36,10028.5,203.6,194,104.4,-25.11,500.1,-0.95,1.37,62.0085,6.2009,12.98,15.22,9.65,1.3,1.52,0.96,37.85,3.78,3,evergreen broadleaf
235,S47,Quercus agrifolia - Coast live oak,3/11/2022,SRA-073,,,,Qa,Tree,40.70268228,,,207.4620889,0.00756572,7.904828665,14.8,0.81,4.4,7.3,20,1.05,96.7,205,495.5,3.2,15.5,221.4,215.2,190.2,210,119.8,-24.87,509.8,-1.02,1.35,55.8083,5.5808,43.55,15.56,8.4,4.36,1.56,0.84,67.51,6.76,3,evergreen broadleaf
260,S83,Quercus agrifolia - Coast live oak,3/16/2022,SRA-073,,,,Qa,Tree,41.49542765,,,201.5908557,0.005395086,7.936828525,13.7,0.96,3.79,10.2,15,1.07,91,192.1,445.6,2.4,14.1,205,174.7,186.4,208,121.6,,,,,51.374,5.1374,11.55,10.96,10.67,1.15,1.1,1.07,33.18,3.32,3,evergreen broadleaf
654,S164,Quercus agrifolia - Coast live oak,4/9/2022,SRA-073,,,,Qa,Tree,40.24186456,,,243.3237054,0.005584742,9.09559704,12.9,1.05,3.6,7.2,15.8,1.05,96.4,101.3,496.5,1.9,18.1,107.8,193.9,198.1,212,115.9,,,,,50.5171,5.0517,3.7,9.28,7.8,0.37,0.93,0.78,20.78,2.08,4,evergreen broadleaf
890,S853,Quercus agrifolia - Coast live oak,4/21/2022,SRA-073,,,Elsa T04,Qa,Tree,39.78,1.58,61.1,172.4769,0.00609299,6.3234971,14,0.91,3.91,11.6,22.4,1.22,91.8,187.9,554.5,10,16.2,195.4,202.4,184,194,114,-25.57,154.1,2.25,0.46,54.9433,5.4943,1.86,12.75,24.8,0.19,1.27,2.48,39.41,3.94,4,evergreen broadleaf
931,S227,Quercus agrifolia - Coast live oak,4/29/2022,SRA-073,,,,Qa,Tree,40.18168055,,,177.8567449,0.004442902,6.631777731,12.3,0.75,3.66,7.1,16.8,1.02,79.9,166.7,453.6,1.6,14.7,178,172.3,152.1,218,131.9,-22.6,533.2,-0.33,1.44,55.2085,5.5208,3.71,24.94,17.1,0.37,2.49,1.71,45.75,4.57,4,evergreen broadleaf
935,S233,Quercus agrifolia - Coast live oak,5/5/2022,SRA-073,,,,Qa,Tree,39.0112202,,,176.2381395,0.0098696,6.257562887,12,0.63,5.34,2.9,16.7,1.02,61.7,93,512.3,0,19.5,82.8,96,146.2,246,133.8,-24.88,522.4,-2.28,1.43,59.4898,5.949,5.11,13.12,13.64,0.51,1.31,1.36,31.87,3.18,5,evergreen broadleaf
1182,S315,Quercus agrifolia - Coast live oak,5/19/2022,SRA-073,,,,Qa,Tree,39.36144578,,,178.7911005,0.008445051,6.442194537,10.3,0.7,3.98,7.2,17.4,1.04,77.4,175,468,2.3,15.1,192.9,268.5,177.9,222,118.1,-25.63,510,-0.41,1.43,66.0246,6.6025,3.24,13.86,16.35,0.32,1.39,1.64,33.45,3.35,5,evergreen broadleaf
1258,S333,Quercus agrifolia - Coast live oak,5/13/2022,SRA-073,,,,Qa,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,evergreen broadleaf
1333,S353,Quercus agrifolia - Coast live oak,5/26/2022,SRA-073,,,,Qa,Tree,40.52516411,,,191.2170598,0.004264264,7.232424348,12.3,0.87,3.97,6.3,16.7,0.99,72.8,337.7,357,13.7,18.3,379.4,373.5,175.9,208,130.1,-23.34,495.6,-0.02,1.45,72.8459,7.2846,9.65,14.95,11.58,0.97,1.49,1.16,36.18,3.62,5,evergreen broadleaf
1534,S398,Quercus agrifolia - Coast live oak,9/16/2022,SRA-073,,,,Qa,Tree,39.63161022,,,164.0423745,0.006193522,5.977972413,12.3,0.71,4.42,7.7,21.5,1.08,93.3,131.3,434,1.6,12.1,148.7,307.2,323.6,60,108.4,-25.67,483.3,-1.12,1.22,56.311,5.6311,21.29,27.59,22.29,2.13,2.76,2.23,71.17,7.12,9,evergreen broadleaf
837,S856,Platanus racemosa - California sycamore,4/29/2022,SRA-074,Full leaf out,75-100% cover,,QTp,Tree,60,1.35,46.4,92.5701,0.024580291,7.708881016,18.8,2.51,3.73,7.2,3.4,2.61,25.3,114.4,17.3,12.7,15.2,99.9,186.6,106.2,176,245.8,-26.44,531.7,-1.13,2.24,46.9208,4.6921,0.15,17.69,34.26,0.02,1.77,3.43,52.1,5.22,4,deciduous broadleaf
838,S856,Phoradendron leucarpum,4/29/2022,SRA-074,"Full leaf out, Flowers",10-25% cover,,QTp,Tree,64.7,1.11,31.2,274.6178,0.017861552,27.94150012,17.8,8.98,6.15,38.1,8,4.89,32.2,122.9,23.2,39.3,18,59.5,300.6,141.8,52,74.2,-32.11,501.7,0.3,1.91,70.6659,7.0666,0.11,1.59,2.72,0.01,0.16,0.27,4.42,0.44,4,shrub
839,S862,Salix lasiolepis - Arroyo willow,4/29/2022,SRA-075,"Full leaf out, Flowers",75-100% cover,,Qa,Tree,59.28,1.27,41.6,97.3262,0.021415611,7.86594738,15.4,2.14,5.32,10,5,1.93,37.5,51.6,689,3.6,10,22.9,205.6,78.1,88,133.9,,,,,93.8964,9.3896,4.23,46.4,46.21,0.42,4.64,4.62,96.84,9.68,4,deciduous broadleaf
840,S868,Salix lasiolepis - Arroyo willow,4/29/2022,SRA-076,Full leaf out,75-100% cover,,Qa,Tree,57.09,1.43,51.5,91.4222,0.014638676,6.75234591,18.7,2.98,6.31,7.5,4.5,1.95,40.7,59.4,77.6,8.2,35.6,41,116.5,42,76,184,-29.74,558.7,-1.87,2.15,97.1649,9.7165,,,,,,,,,4,deciduous broadleaf
858,S901,Quercus douglasii - Blue oak,5/3/2022,SRA-077,Full leaf out,50-75% cover,Anderegg; 2375,Qa,Tree,46.62,1.49,55.1,165.6439,0.007115264,8.030801804,19,2.07,1.88,7.8,6.2,1.52,35.4,60.9,82,2.4,6.2,44.2,107.4,243.7,112,58.3,-16.94,531.5,0.8,2.17,108.6501,10.865,0.11,11.25,23.38,0.01,1.12,2.34,34.74,3.47,5,deciduous broadleaf
889,S907,Artemisia californica - California sagebrush,5/4/2022,SRA-078,"Full leaf out, Early senescence",10-25% cover,Upper end of cover range,QTp,Shrub,56.54,1.15,33.6,148.1924,0.002346274,10.70073385,18,3.88,2.44,18.3,7.3,1.86,28.2,151.7,99.9,27.9,18.7,167,6435.8,117.7,66,122.3,-24.25,502.7,-1.78,1.98,72.1178,7.2118,4.89,3.07,17.78,0.49,0.31,1.78,25.74,2.58,5,shrub
1664,S1463,Artemisia californica - California sagebrush,9/15/2022,SRA-078,Full senescence,25-50% cover,,QTp,Shrub,,,,,,,13.8,2.57,2.53,14.7,8,1.47,44.5,684,82.7,12.3,21.5,714.4,2406,76.1,98,107.9,-23.42,512.7,-0.63,1.69,,,,,,,,,,,9,shrub
886,S910,Malacothamnus fasciculatus - chaparral bush mallow,5/4/2022,SRA-079,"Full leaf out, Early senescence",10-25% cover,,QTp,Shrub,57.62,1.31,43.7,90.8844,0.015704565,6.85959094,21,3.32,2.26,25.1,24.4,4.13,105.3,432.6,74.9,12.4,24,436.4,459.2,186,192,56,-26.09,455.6,-0.88,2.41,8.2449,0.8245,1.26,6.32,5.11,0.13,0.63,0.51,12.69,1.27,5,shrub
887,S910,Salvia leucophylla - Purple sage,5/4/2022,SRA-079,"Full leaf out, Flowers, Early senescence",25-50% cover,,QTp,Shrub,50.65,1.47,53.9,167.8061,0.0054706,9.55832293,14.6,2.88,2.9,13.9,19.7,1.76,42,370.1,35.9,11.7,37,421,336.7,118,80,120,-24.72,494.7,-1.63,1.69,36.3427,3.6343,0.94,26.33,36.12,0.09,2.63,3.61,63.39,6.33,5,shrub
859,S913,Salvia leucophylla - Purple sage,5/4/2022,SRA-080,"Full leaf out, Flowers, Early senescence, Full senescence",25-50% cover,nq switched cfr and chl,QTp,Shrub,48.04,1.25,40.4,174.6978,0.006373864,8.965805206,10.9,2.48,6.09,11.3,16,1.56,41.8,233.1,27.9,4.6,36.4,272.9,227.1,189.9,92,122.1,-22.78,519.5,-2.58,1.31,,,,,,,,,,,5,shrub
860,S913,Artemisia californica - California sagebrush,5/4/2022,SRA-080,"Full leaf out, Early senescence, Full senescence",10-25% cover,nq switched cfr and chl; chl updated from notebook,QTp,Shrub,50.2,1.16,34.3,165.5355,0.002355386,9.264173653,12.9,3.11,3.89,13.7,9.1,1.45,41.8,185.4,51.4,14.9,15.6,198.5,5006.9,123.9,92,78.1,-25.7,494.5,-2.98,1.39,82.9761,8.2976,6.57,1.6,5.31,0.66,0.16,0.53,13.48,1.35,5,shrub
1669,S1466,Salvia leucophylla - Purple sage,9/15/2022,SRA-080,Full senescence,25-50% cover,,QTp,Shrub,,,,,,,,,,,,,,,,,,,,,,,-24.7,531.6,-1.66,1.43,,,,,,,,,,,9,shrub
875,S931,Eriogonum fasciculatum - California buckwheat,5/5/2022,SRA-083,Full leaf out,75-100% cover,,fs,Shrub,50.71,1.19,36.4,221.1089,0.003689132,12.62870209,9.5,1.39,9.82,6.1,4,0.85,49.8,39.1,20,9.2,9.2,44.1,106.6,49.8,80,144.2,,,,,170.1332,17.0133,1.24,10.5,13.83,0.12,1.05,1.38,25.57,2.55,5,shrub
883,S931,Eriogonum fasciculatum - California buckwheat,5/5/2022,SRA-083,Flowers,10-25% cover,,fs,Shrub,,,,,,,10,2.27,2.74,15.1,0.7,0.89,19.3,27.2,7,9.3,13,30.3,126.1,62.1,128,117.9,-23.5,545.7,-0.54,1,181.1011,18.1101,0,28.77,41.29,0,2.88,4.13,70.06,7.01,5,shrub
1012,S1000,Quercus wislizeni - Bush interior live oak,5/12/2022,SRA-084,Full leaf out,50-75% cover,,fc,Tree,51.33,1.29,42.6,183.868,0.009201166,10.76381934,,,,,,,,,,,,,,,,,,,,,121.1499,12.115,9.17,22.86,21.81,0.92,2.29,2.18,53.84,5.39,5,evergreen broadleaf
1013,S1012,Pinus coulteri - Coulter pine,5/12/2022,SRA-085,Full leaf out,50-75% cover,,,Tree,44.71,1.28,42.1,617.7686,0.002732253,27.73379603,8.4,1.29,0.85,5.3,0.8,1.11,28.2,120.3,57.5,0.8,20.2,338.3,489.7,152.2,200,169.8,-24.64,543.5,-3.15,1.06,52.2107,5.2211,3.63,16.88,18.9,0.36,1.69,1.89,39.41,3.94,5,conifer
